Date,Symbol,Open,High,Low,Close,Adj Close,Volume,LogReturn
2018-01-08,SPX,2742.669922,2748.510010,2737.600098,2747.709961,2747.709961,3246160000,0.001661
2018-01-09,SPX,2751.149902,2759.139893,2747.860107,2751.290039,2751.290039,3467460000,0.001302
2018-01-10,SPX,2745.550049,2750.800049,2736.060059,2748.229980,2748.229980,3579900000,-0.001113
2018-01-11,SPX,2752.969971,2767.560059,2752.780029,2767.560059,2767.560059,3645690000,0.007009
2018-01-12,SPX,2770.179932,2787.850098,2769.639893,2786.239990,2786.239990,3587220000,0.006727
2018-01-16,SPX,2798.959961,2807.540039,2768.639893,2776.419922,2776.419922,4362880000,-0.003531
2018-01-17,SPX,2784.989990,2807.040039,2778.379883,2802.560059,2802.560059,3790340000,0.009371
2018-01-18,SPX,2802.399902,2805.830078,2792.560059,2798.030029,2798.030029,3703300000,-0.001618
2018-01-19,SPX,2802.600098,2810.330078,2798.080078,2810.300049,2810.300049,3724230000,0.004376
2018-01-22,SPX,2809.159912,2833.030029,2808.120117,2832.969971,2832.969971,3489480000,0.008034
2018-01-23,SPX,2835.050049,2842.239990,2830.590088,2839.129883,2839.129883,3541140000,0.002172
2018-01-24,SPX,2845.419922,2852.969971,2824.810059,2837.540039,2837.540039,4079270000,-0.000560
2018-01-25,SPX,2846.239990,2848.560059,2830.939941,2839.250000,2839.250000,3873100000,0.000602
2018-01-26,SPX,2847.479980,2872.870117,2846.179932,2872.870117,2872.870117,3474680000,0.011772
2018-01-29,SPX,2867.229980,2870.620117,2851.479980,2853.530029,2853.530029,3587420000,-0.006755
2018-01-30,SPX,2832.739990,2837.750000,2818.270020,2822.429932,2822.429932,4012070000,-0.010959
2018-01-31,SPX,2832.409912,2839.260010,2813.040039,2823.810059,2823.810059,4276270000,0.000489
2018-02-01,SPX,2816.449951,2835.959961,2812.699951,2821.979980,2821.979980,3977380000,-0.000648
2018-02-02,SPX,2808.919922,2808.919922,2759.969971,2762.129883,2762.129883,4340220000,-0.021437
2018-02-05,SPX,2741.060059,2763.389893,2638.169922,2648.939941,2648.939941,5310840000,-0.041843
2018-02-06,SPX,2614.780029,2701.040039,2593.070068,2695.139893,2695.139893,5917350000,0.017291
2018-02-07,SPX,2690.949951,2727.669922,2681.330078,2681.659912,2681.659912,4646300000,-0.005014
2018-02-08,SPX,2685.010010,2685.270020,2580.560059,2581.000000,2581.000000,5333840000,-0.038259
2018-02-09,SPX,2601.780029,2638.669922,2532.689941,2619.550049,2619.550049,5690110000,0.014826
2018-02-12,SPX,2636.750000,2672.610107,2622.449951,2656.000000,2656.000000,4069220000,0.013819
2018-02-13,SPX,2646.270020,2668.840088,2637.080078,2662.939941,2662.939941,3503540000,0.002610
2018-02-14,SPX,2651.209961,2702.100098,2648.870117,2698.629883,2698.629883,4011940000,0.013313
2018-02-15,SPX,2713.459961,2731.510010,2689.820068,2731.199951,2731.199951,3696140000,0.011997
2018-02-16,SPX,2727.139893,2754.419922,2725.110107,2732.219971,2732.219971,3646920000,0.000373
2018-02-20,SPX,2722.989990,2737.600098,2706.760010,2716.260010,2716.260010,3646920000,-0.005859
2018-02-21,SPX,2720.530029,2747.750000,2701.290039,2701.330078,2701.330078,3789040000,-0.005512
2018-02-22,SPX,2710.419922,2731.260010,2697.770020,2703.959961,2703.959961,3720620000,0.000973
2018-02-23,SPX,2715.800049,2747.760010,2713.739990,2747.300049,2747.300049,3200360000,0.015901
2018-02-26,SPX,2757.370117,2780.639893,2753.780029,2779.600098,2779.600098,3436590000,0.011688
2018-02-27,SPX,2780.449951,2789.149902,2744.219971,2744.280029,2744.280029,3752070000,-0.012788
2018-02-28,SPX,2753.780029,2761.520020,2713.540039,2713.830078,2713.830078,4244570000,-0.011158
2018-03-01,SPX,2715.219971,2730.889893,2659.649902,2677.669922,2677.669922,4514490000,-0.013414
2018-03-02,SPX,2658.889893,2696.250000,2647.320068,2691.250000,2691.250000,3891250000,0.005059
2018-03-05,SPX,2681.060059,2728.090088,2675.750000,2720.939941,2720.939941,3733640000,0.010972
2018-03-06,SPX,2730.179932,2732.080078,2711.260010,2728.120117,2728.120117,3389030000,0.002635
2018-03-07,SPX,2710.179932,2730.600098,2701.739990,2726.800049,2726.800049,3406690000,-0.000484
2018-03-08,SPX,2732.750000,2740.449951,2722.649902,2738.969971,2738.969971,3206040000,0.004453
2018-03-09,SPX,2752.909912,2786.570068,2751.540039,2786.570068,2786.570068,3376870000,0.017230
2018-03-12,SPX,2790.540039,2796.979980,2779.260010,2783.020020,2783.020020,3216960000,-0.001275
2018-03-13,SPX,2792.310059,2801.899902,2758.679932,2765.310059,2765.310059,3324290000,-0.006384
2018-03-14,SPX,2774.060059,2777.110107,2744.379883,2749.479980,2749.479980,3394630000,-0.005741
2018-03-15,SPX,2754.270020,2763.030029,2741.469971,2747.330078,2747.330078,3543710000,-0.000782
2018-03-16,SPX,2750.570068,2761.850098,2749.969971,2752.010010,2752.010010,5429140000,0.001702
2018-03-19,SPX,2741.379883,2741.379883,2694.590088,2712.919922,2712.919922,3327460000,-0.014306
2018-03-20,SPX,2715.050049,2724.219971,2710.050049,2716.939941,2716.939941,3272590000,0.001481
2018-03-21,SPX,2714.989990,2739.139893,2709.790039,2711.929932,2711.929932,3434780000,-0.001846
2018-03-22,SPX,2691.360107,2695.679932,2641.590088,2643.689941,2643.689941,3765460000,-0.025485
2018-03-23,SPX,2646.709961,2657.669922,2585.889893,2588.260010,2588.260010,3829380000,-0.021190
2018-03-26,SPX,2619.350098,2661.360107,2601.810059,2658.550049,2658.550049,3538080000,0.026795
2018-03-27,SPX,2667.570068,2674.780029,2596.120117,2612.620117,2612.620117,3761320000,-0.017427
2018-03-28,SPX,2611.300049,2632.649902,2593.060059,2605.000000,2605.000000,3875720000,-0.002921
2018-03-29,SPX,2614.409912,2659.070068,2609.719971,2640.870117,2640.870117,3572360000,0.013676
2018-04-02,SPX,2633.449951,2638.300049,2553.800049,2581.879883,2581.879883,3635780000,-0.022591
2018-04-03,SPX,2592.169922,2619.139893,2575.489990,2614.449951,2614.449951,3395840000,0.012536
2018-04-04,SPX,2584.040039,2649.860107,2573.610107,2644.689941,2644.689941,3369230000,0.011500
2018-04-05,SPX,2657.360107,2672.080078,2649.580078,2662.840088,2662.840088,3230430000,0.006839
2018-04-06,SPX,2645.820068,2656.879883,2586.270020,2604.469971,2604.469971,3312390000,-0.022164
2018-04-09,SPX,2617.179932,2653.550049,2610.790039,2613.159912,2613.159912,3076140000,0.003331
2018-04-10,SPX,2638.409912,2665.449951,2635.780029,2656.870117,2656.870117,3579130000,0.016589
2018-04-11,SPX,2643.889893,2661.429932,2639.250000,2642.189941,2642.189941,3054520000,-0.005541
2018-04-12,SPX,2653.830078,2674.719971,2653.830078,2663.989990,2663.989990,3045330000,0.008217
2018-04-13,SPX,2676.899902,2680.260010,2645.050049,2656.300049,2656.300049,2988540000,-0.002891
2018-04-16,SPX,2670.100098,2686.489990,2665.159912,2677.840088,2677.840088,3020740000,0.008076
2018-04-17,SPX,2692.739990,2713.340088,2692.050049,2706.389893,2706.389893,3286190000,0.010605
2018-04-18,SPX,2710.110107,2717.489990,2703.629883,2708.639893,2708.639893,3412030000,0.000831
2018-04-19,SPX,2701.159912,2702.840088,2681.899902,2693.129883,2693.129883,3375120000,-0.005743
2018-04-20,SPX,2692.560059,2693.939941,2660.610107,2670.139893,2670.139893,3428260000,-0.008573
2018-04-23,SPX,2675.399902,2682.860107,2657.989990,2670.290039,2670.290039,3030390000,0.000056
2018-04-24,SPX,2680.800049,2683.550049,2617.320068,2634.560059,2634.560059,3716020000,-0.013471
2018-04-25,SPX,2634.919922,2645.300049,2612.669922,2639.399902,2639.399902,3563680000,0.001835
2018-04-26,SPX,2651.649902,2676.479980,2647.159912,2666.939941,2666.939941,3690920000,0.010380
2018-04-27,SPX,2675.469971,2677.350098,2659.010010,2669.909912,2669.909912,3234510000,0.001113
2018-04-30,SPX,2682.510010,2682.870117,2648.040039,2648.050049,2648.050049,3749510000,-0.008221
2018-05-01,SPX,2642.959961,2655.270020,2625.409912,2654.800049,2654.800049,3562820000,0.002546
2018-05-02,SPX,2654.239990,2660.870117,2631.699951,2635.669922,2635.669922,4047020000,-0.007232
2018-05-03,SPX,2628.080078,2637.139893,2594.620117,2629.729980,2629.729980,3867530000,-0.002256
2018-05-04,SPX,2621.449951,2670.929932,2615.320068,2663.419922,2663.419922,3335260000,0.012730
2018-05-07,SPX,2680.340088,2683.350098,2664.699951,2672.629883,2672.629883,3266810000,0.003452
2018-05-08,SPX,2670.260010,2676.340088,2655.199951,2671.919922,2671.919922,3745100000,-0.000266
2018-05-09,SPX,2678.120117,2701.270020,2674.139893,2697.790039,2697.790039,3913650000,0.009636
2018-05-10,SPX,2705.020020,2726.110107,2704.540039,2723.070068,2723.070068,3380640000,0.009327
2018-05-11,SPX,2722.699951,2732.860107,2717.449951,2727.719971,2727.719971,2874850000,0.001706
2018-05-14,SPX,2738.469971,2742.100098,2725.469971,2730.129883,2730.129883,2994360000,0.000883
2018-05-15,SPX,2718.590088,2718.590088,2701.909912,2711.449951,2711.449951,3291190000,-0.006866
2018-05-16,SPX,2712.620117,2727.760010,2712.169922,2722.459961,2722.459961,3248480000,0.004052
2018-05-17,SPX,2719.709961,2731.959961,2711.360107,2720.129883,2720.129883,3478150000,-0.000856
2018-05-18,SPX,2717.350098,2719.500000,2709.179932,2712.969971,2712.969971,3383270000,-0.002636
2018-05-21,SPX,2735.389893,2739.189941,2725.699951,2733.010010,2733.010010,3053480000,0.007360
2018-05-22,SPX,2738.340088,2742.239990,2721.879883,2724.439941,2724.439941,3384140000,-0.003141
2018-05-23,SPX,2713.979980,2733.330078,2709.540039,2733.290039,2733.290039,3333160000,0.003243
2018-05-24,SPX,2730.939941,2731.969971,2707.379883,2727.760010,2727.760010,3285750000,-0.002025
2018-05-25,SPX,2723.600098,2727.360107,2714.989990,2721.330078,2721.330078,3015260000,-0.002360
2018-05-29,SPX,2705.110107,2710.669922,2676.810059,2689.860107,2689.860107,3743310000,-0.011632
2018-05-30,SPX,2702.429932,2729.340088,2702.429932,2724.010010,2724.010010,3566490000,0.012616
2018-05-31,SPX,2720.979980,2722.500000,2700.679932,2705.270020,2705.270020,4241100000,-0.006903
2018-06-01,SPX,2718.699951,2736.929932,2718.699951,2734.620117,2734.620117,3694310000,0.010791
2018-06-04,SPX,2741.669922,2749.159912,2740.540039,2746.870117,2746.870117,3410090000,0.004470
2018-06-05,SPX,2748.459961,2752.610107,2739.510010,2748.800049,2748.800049,3523550000,0.000702
2018-06-06,SPX,2753.250000,2772.389893,2748.459961,2772.350098,2772.350098,3662780000,0.008531
2018-06-07,SPX,2774.840088,2779.899902,2760.159912,2770.370117,2770.370117,3742080000,-0.000714
2018-06-08,SPX,2765.840088,2779.389893,2763.590088,2779.030029,2779.030029,3138850000,0.003121
2018-06-11,SPX,2780.179932,2790.209961,2780.169922,2782.000000,2782.000000,3262130000,0.001068
2018-06-12,SPX,2785.600098,2789.800049,2778.780029,2786.850098,2786.850098,3435700000,0.001742
2018-06-13,SPX,2787.939941,2791.469971,2774.649902,2775.629883,2775.629883,3820770000,-0.004034
2018-06-14,SPX,2783.209961,2789.060059,2776.520020,2782.489990,2782.489990,3540930000,0.002469
2018-06-15,SPX,2777.780029,2782.810059,2761.729980,2779.659912,2779.659912,5451990000,-0.001018
2018-06-18,SPX,2765.790039,2774.989990,2757.120117,2773.750000,2773.750000,3316120000,-0.002128
2018-06-19,SPX,2752.010010,2765.050049,2743.189941,2762.590088,2762.590088,3671160000,-0.004032
2018-06-20,SPX,2769.729980,2774.860107,2763.909912,2767.320068,2767.320068,3332140000,0.001711
2018-06-21,SPX,2769.280029,2769.280029,2744.389893,2749.760010,2749.760010,3336580000,-0.006366
2018-06-22,SPX,2760.790039,2764.169922,2752.679932,2754.879883,2754.879883,5468110000,0.001860
2018-06-25,SPX,2742.939941,2742.939941,2698.669922,2717.070068,2717.070068,3663280000,-0.013820
2018-06-26,SPX,2722.120117,2732.909912,2715.600098,2723.060059,2723.060059,3568900000,0.002202
2018-06-27,SPX,2728.449951,2746.090088,2699.379883,2699.629883,2699.629883,3803990000,-0.008642
2018-06-28,SPX,2698.689941,2724.340088,2691.989990,2716.310059,2716.310059,3461100000,0.006160
2018-06-29,SPX,2727.129883,2743.260010,2718.030029,2718.370117,2718.370117,3586800000,0.000758
2018-07-02,SPX,2704.949951,2727.260010,2698.949951,2726.709961,2726.709961,3095040000,0.003063
2018-07-03,SPX,2733.270020,2736.580078,2711.159912,2713.219971,2713.219971,1911460000,-0.004960
2018-07-05,SPX,2724.189941,2737.830078,2716.020020,2736.610107,2736.610107,2980160000,0.008584
2018-07-06,SPX,2737.679932,2764.409912,2733.520020,2759.820068,2759.820068,2590250000,0.008446
2018-07-09,SPX,2775.620117,2784.649902,2770.729980,2784.169922,2784.169922,3070060000,0.008784
2018-07-10,SPX,2788.560059,2795.580078,2786.239990,2793.840088,2793.840088,3080140000,0.003467
2018-07-11,SPX,2779.820068,2785.909912,2770.770020,2774.020020,2774.020020,2986180000,-0.007119
2018-07-12,SPX,2783.139893,2799.219971,2781.530029,2798.290039,2798.290039,2834230000,0.008711
2018-07-13,SPX,2796.929932,2804.530029,2791.689941,2801.310059,2801.310059,2619790000,0.001079
2018-07-16,SPX,2797.360107,2801.189941,2793.389893,2798.429932,2798.429932,2819860000,-0.001029
2018-07-17,SPX,2789.340088,2814.189941,2789.239990,2809.550049,2809.550049,3064920000,0.003966
2018-07-18,SPX,2811.350098,2816.760010,2805.889893,2815.620117,2815.620117,3111560000,0.002158
2018-07-19,SPX,2809.370117,2812.050049,2799.770020,2804.489990,2804.489990,3278360000,-0.003961
2018-07-20,SPX,2804.550049,2809.699951,2800.010010,2801.830078,2801.830078,3243250000,-0.000949
2018-07-23,SPX,2799.169922,2808.610107,2795.139893,2806.979980,2806.979980,2928490000,0.001836
2018-07-24,SPX,2820.679932,2829.989990,2811.120117,2820.399902,2820.399902,3430410000,0.004770
2018-07-25,SPX,2817.729980,2848.030029,2817.729980,2846.070068,2846.070068,3584400000,0.009060
2018-07-26,SPX,2835.489990,2845.570068,2835.260010,2837.439941,2837.439941,3667290000,-0.003037
2018-07-27,SPX,2842.350098,2843.169922,2808.340088,2818.820068,2818.820068,3434370000,-0.006584
2018-07-30,SPX,2819.000000,2821.739990,2798.110107,2802.600098,2802.600098,3261190000,-0.005771
2018-07-31,SPX,2809.729980,2824.459961,2808.060059,2816.290039,2816.290039,3906890000,0.004873
2018-08-01,SPX,2821.169922,2825.830078,2805.850098,2813.360107,2813.360107,3501350000,-0.001041
2018-08-02,SPX,2800.479980,2829.909912,2796.340088,2827.219971,2827.219971,3501380000,0.004914
2018-08-03,SPX,2829.620117,2840.379883,2827.370117,2840.350098,2840.350098,3043690000,0.004633
2018-08-06,SPX,2840.290039,2853.290039,2835.979980,2850.399902,2850.399902,2879020000,0.003532
2018-08-07,SPX,2855.919922,2863.429932,2855.919922,2858.449951,2858.449951,3185440000,0.002820
2018-08-08,SPX,2856.790039,2862.439941,2853.090088,2857.699951,2857.699951,2978070000,-0.000262
2018-08-09,SPX,2857.189941,2862.479980,2851.979980,2853.580078,2853.580078,3066180000,-0.001443
2018-08-10,SPX,2838.899902,2842.199951,2825.810059,2833.280029,2833.280029,3265590000,-0.007139
2018-08-13,SPX,2835.459961,2843.399902,2819.879883,2821.929932,2821.929932,3173630000,-0.004014
2018-08-14,SPX,2827.879883,2843.110107,2826.580078,2839.959961,2839.959961,2986500000,0.006369
2018-08-15,SPX,2827.949951,2827.949951,2802.489990,2818.370117,2818.370117,3656680000,-0.007631
2018-08-16,SPX,2831.439941,2850.489990,2831.439941,2840.689941,2840.689941,3232000000,0.007888
2018-08-17,SPX,2838.320068,2855.629883,2833.729980,2850.129883,2850.129883,3037640000,0.003318
2018-08-20,SPX,2853.929932,2859.760010,2850.620117,2857.050049,2857.050049,2757150000,0.002425
2018-08-21,SPX,2861.510010,2873.229980,2861.320068,2862.959961,2862.959961,3174010000,0.002066
2018-08-22,SPX,2860.989990,2867.540039,2856.050049,2861.820068,2861.820068,2701250000,-0.000398
2018-08-23,SPX,2860.290039,2868.780029,2854.030029,2856.979980,2856.979980,2724450000,-0.001693
2018-08-24,SPX,2862.350098,2876.159912,2862.350098,2874.689941,2874.689941,2603010000,0.006180
2018-08-27,SPX,2884.689941,2898.250000,2884.689941,2896.739990,2896.739990,2865070000,0.007641
2018-08-28,SPX,2901.449951,2903.770020,2893.500000,2897.520020,2897.520020,2687770000,0.000269
2018-08-29,SPX,2900.620117,2916.500000,2898.399902,2914.040039,2914.040039,2805520000,0.005685
2018-08-30,SPX,2908.939941,2912.459961,2895.219971,2901.129883,2901.129883,2810450000,-0.004440
2018-08-31,SPX,2898.370117,2906.320068,2891.729980,2901.520020,2901.520020,2887220000,0.000134
2018-09-04,SPX,2896.959961,2900.179932,2885.129883,2896.719971,2896.719971,3087420000,-0.001656
2018-09-05,SPX,2891.590088,2894.209961,2876.919922,2888.600098,2888.600098,3248780000,-0.002807
2018-09-06,SPX,2888.639893,2892.050049,2867.290039,2878.050049,2878.050049,3144240000,-0.003659
2018-09-07,SPX,2868.260010,2883.810059,2864.120117,2871.679932,2871.679932,2976580000,-0.002216
2018-09-10,SPX,2881.389893,2886.929932,2875.939941,2877.129883,2877.129883,2751100000,0.001896
2018-09-11,SPX,2871.570068,2892.520020,2866.780029,2887.889893,2887.889893,2904500000,0.003733
2018-09-12,SPX,2888.290039,2894.649902,2879.199951,2888.919922,2888.919922,3341280000,0.000357
2018-09-13,SPX,2896.850098,2906.760010,2896.389893,2904.179932,2904.179932,3274090000,0.005268
2018-09-14,SPX,2906.379883,2908.300049,2895.770020,2904.979980,2904.979980,3179410000,0.000275
2018-09-17,SPX,2903.830078,2904.649902,2886.159912,2888.800049,2888.800049,2967980000,-0.005585
2018-09-18,SPX,2890.739990,2911.169922,2890.429932,2904.310059,2904.310059,3091190000,0.005355
2018-09-19,SPX,2906.600098,2912.360107,2903.820068,2907.949951,2907.949951,3302460000,0.001252
2018-09-20,SPX,2919.729980,2934.800049,2919.729980,2930.750000,2930.750000,3406520000,0.007810
2018-09-21,SPX,2936.760010,2940.909912,2927.110107,2929.669922,2929.669922,5652470000,-0.000369
2018-09-24,SPX,2921.830078,2923.790039,2912.629883,2919.370117,2919.370117,3392030000,-0.003522
2018-09-25,SPX,2921.750000,2923.949951,2913.699951,2915.560059,2915.560059,3330880000,-0.001306
2018-09-26,SPX,2916.979980,2931.149902,2903.280029,2905.969971,2905.969971,3417540000,-0.003295
2018-09-27,SPX,2911.649902,2927.219971,2909.270020,2914.000000,2914.000000,3101360000,0.002759
2018-09-28,SPX,2910.030029,2920.530029,2907.500000,2913.979980,2913.979980,3461680000,-0.000007
2018-10-01,SPX,2926.290039,2937.060059,2917.909912,2924.590088,2924.590088,3375890000,0.003634
2018-10-02,SPX,2923.800049,2931.419922,2919.370117,2923.429932,2923.429932,3432620000,-0.000397
2018-10-03,SPX,2931.689941,2939.860107,2921.360107,2925.510010,2925.510010,3625510000,0.000711
2018-10-04,SPX,2919.350098,2919.780029,2883.919922,2901.610107,2901.610107,3510370000,-0.008203
2018-10-05,SPX,2902.540039,2909.639893,2869.290039,2885.570068,2885.570068,3340820000,-0.005543
2018-10-08,SPX,2877.530029,2889.449951,2862.080078,2884.429932,2884.429932,3381820000,-0.000395
2018-10-09,SPX,2882.510010,2894.830078,2874.270020,2880.340088,2880.340088,3531690000,-0.001419
2018-10-10,SPX,2873.899902,2874.020020,2784.860107,2785.679932,2785.679932,4554260000,-0.033416
2018-10-11,SPX,2776.870117,2795.139893,2710.510010,2728.370117,2728.370117,4914090000,-0.020788
2018-10-12,SPX,2770.540039,2775.770020,2729.439941,2767.129883,2767.129883,4024010000,0.014106
2018-10-15,SPX,2763.830078,2775.989990,2749.030029,2750.790039,2750.790039,3327160000,-0.005922
2018-10-16,SPX,2767.050049,2813.459961,2766.909912,2809.919922,2809.919922,3460260000,0.021268
2018-10-17,SPX,2811.669922,2816.939941,2781.810059,2809.209961,2809.209961,3347090000,-0.000253
2018-10-18,SPX,2802.000000,2806.040039,2755.179932,2768.780029,2768.780029,3639300000,-0.014496
2018-10-19,SPX,2775.659912,2797.770020,2760.270020,2767.780029,2767.780029,3593940000,-0.000361
2018-10-22,SPX,2773.939941,2778.939941,2749.219971,2755.879883,2755.879883,3331270000,-0.004309
2018-10-23,SPX,2721.030029,2753.590088,2691.429932,2740.689941,2740.689941,4373710000,-0.005527
2018-10-24,SPX,2737.870117,2742.590088,2651.889893,2656.100098,2656.100098,4738670000,-0.031351
2018-10-25,SPX,2674.879883,2722.699951,2667.840088,2705.570068,2705.570068,4663930000,0.018454
2018-10-26,SPX,2667.860107,2692.379883,2628.159912,2658.689941,2658.689941,4804330000,-0.017479
2018-10-29,SPX,2682.649902,2706.850098,2603.540039,2641.250000,2641.250000,4701260000,-0.006581
2018-10-30,SPX,2640.679932,2685.429932,2635.340088,2682.629883,2682.629883,5125600000,0.015545
2018-10-31,SPX,2705.600098,2736.689941,2705.600098,2711.739990,2711.739990,5133380000,0.010793
2018-11-01,SPX,2717.580078,2741.669922,2708.850098,2740.370117,2740.370117,4730250000,0.010502
2018-11-02,SPX,2745.449951,2756.550049,2700.439941,2723.060059,2723.060059,4261230000,-0.006337
2018-11-05,SPX,2726.370117,2744.270020,2717.939941,2738.310059,2738.310059,3650910000,0.005585
2018-11-06,SPX,2738.399902,2756.820068,2737.080078,2755.449951,2755.449951,3543800000,0.006240
2018-11-07,SPX,2774.129883,2815.149902,2774.129883,2813.889893,2813.889893,3929080000,0.020987
2018-11-08,SPX,2806.379883,2814.750000,2794.989990,2806.830078,2806.830078,3673550000,-0.002512
2018-11-09,SPX,2794.100098,2794.100098,2764.239990,2781.010010,2781.010010,4029030000,-0.009242
2018-11-12,SPX,2773.929932,2775.989990,2722.000000,2726.219971,2726.219971,3701570000,-0.019898
2018-11-13,SPX,2730.050049,2754.600098,2714.979980,2722.179932,2722.179932,4112820000,-0.001483
2018-11-14,SPX,2737.899902,2746.800049,2685.750000,2701.580078,2701.580078,4449060000,-0.007596
2018-11-15,SPX,2693.520020,2735.379883,2670.750000,2730.199951,2730.199951,4204960000,0.010538
2018-11-16,SPX,2718.540039,2746.750000,2712.159912,2736.270020,2736.270020,3996970000,0.002221
2018-11-19,SPX,2730.739990,2733.159912,2681.090088,2690.729980,2690.729980,3806940000,-0.016783
2018-11-20,SPX,2654.600098,2669.439941,2631.520020,2641.889893,2641.889893,4370820000,-0.018318
2018-11-21,SPX,2657.739990,2670.729980,2649.820068,2649.929932,2649.929932,3237400000,0.003039
2018-11-23,SPX,2633.360107,2647.550049,2631.090088,2632.560059,2632.560059,1651680000,-0.006576
2018-11-26,SPX,2649.969971,2674.350098,2649.969971,2673.449951,2673.449951,3523520000,0.015413
2018-11-27,SPX,2663.750000,2682.530029,2655.889893,2682.169922,2682.169922,3494380000,0.003256
2018-11-28,SPX,2691.449951,2744.000000,2684.379883,2743.790039,2743.790039,3984540000,0.022714
2018-11-29,SPX,2736.969971,2753.750000,2722.939941,2737.800049,2737.800049,3599200000,-0.002185
2018-11-30,SPX,2737.760010,2760.879883,2732.760010,2760.169922,2760.169922,4668310000,0.008138
2018-12-03,SPX,2790.500000,2800.179932,2773.379883,2790.370117,2790.370117,4221580000,0.010882
2018-12-04,SPX,2782.429932,2785.929932,2697.179932,2700.060059,2700.060059,4515710000,-0.032900
2018-12-06,SPX,2663.510010,2696.149902,2621.530029,2695.949951,2695.949951,5180430000,-0.001523
2018-12-07,SPX,2691.260010,2708.540039,2623.139893,2633.080078,2633.080078,4242240000,-0.023596
2018-12-10,SPX,2630.860107,2647.510010,2583.229980,2637.719971,2637.719971,4162880000,0.001761
2018-12-11,SPX,2664.439941,2674.350098,2621.300049,2636.780029,2636.780029,3963440000,-0.000356
2018-12-12,SPX,2658.229980,2685.439941,2650.260010,2651.070068,2651.070068,4029300000,0.005405
2018-12-13,SPX,2658.699951,2670.189941,2637.270020,2650.540039,2650.540039,3978340000,-0.000200
2018-12-14,SPX,2629.679932,2635.070068,2593.840088,2599.949951,2599.949951,4064370000,-0.019271
2018-12-17,SPX,2590.750000,2601.129883,2530.540039,2545.939941,2545.939941,4661420000,-0.020992
2018-12-18,SPX,2559.899902,2573.989990,2528.709961,2546.159912,2546.159912,4519190000,0.000086
2018-12-19,SPX,2547.050049,2585.290039,2488.959961,2506.959961,2506.959961,5152830000,-0.015515
2018-12-20,SPX,2496.770020,2509.629883,2441.179932,2467.419922,2467.419922,5619780000,-0.015898
2018-12-21,SPX,2465.379883,2504.409912,2408.550049,2416.620117,2416.620117,7657890000,-0.020803
2018-12-24,SPX,2400.560059,2410.340088,2351.100098,2351.100098,2351.100098,2613670000,-0.027487
2018-12-26,SPX,2363.120117,2467.760010,2346.580078,2467.699951,2467.699951,4249740000,0.048403
2018-12-27,SPX,2442.500000,2489.100098,2397.939941,2488.830078,2488.830078,4139010000,0.008526
2018-12-28,SPX,2498.770020,2520.270020,2472.889893,2485.739990,2485.739990,3728440000,-0.001242
2018-12-31,SPX,2498.939941,2509.239990,2482.820068,2506.850098,2506.850098,3461920000,0.008457
2019-01-02,SPX,2476.959961,2519.489990,2467.469971,2510.030029,2510.030029,3733160000,0.001268
2019-01-03,SPX,2491.919922,2493.139893,2443.959961,2447.889893,2447.889893,3858830000,-0.025068
2019-01-04,SPX,2474.330078,2538.070068,2474.330078,2531.939941,2531.939941,4234140000,0.033759
2019-01-07,SPX,2535.610107,2566.159912,2524.560059,2549.689941,2549.689941,4133120000,0.006986
2019-01-08,SPX,2568.110107,2579.820068,2547.560059,2574.409912,2574.409912,4120060000,0.009649
2019-01-09,SPX,2580.000000,2595.320068,2568.889893,2584.959961,2584.959961,4088740000,0.004090
2019-01-10,SPX,2573.510010,2597.820068,2562.020020,2596.639893,2596.639893,3721300000,0.004508
2019-01-11,SPX,2588.110107,2596.270020,2577.399902,2596.260010,2596.260010,3447460000,-0.000146
2019-01-14,SPX,2580.310059,2589.320068,2570.409912,2582.610107,2582.610107,3689370000,-0.005271
2019-01-15,SPX,2585.100098,2613.080078,2585.100098,2610.300049,2610.300049,3601180000,0.010665
2019-01-16,SPX,2614.750000,2625.760010,2612.679932,2616.100098,2616.100098,3882180000,0.002220
2019-01-17,SPX,2609.280029,2645.060059,2606.360107,2635.959961,2635.959961,3802410000,0.007563
2019-01-18,SPX,2651.270020,2675.469971,2647.580078,2670.709961,2670.709961,4009010000,0.013097
2019-01-22,SPX,2657.879883,2657.879883,2617.270020,2632.899902,2632.899902,3923950000,-0.014258
2019-01-23,SPX,2643.479980,2653.189941,2612.860107,2638.699951,2638.699951,3358770000,0.002200
2019-01-24,SPX,2638.840088,2647.199951,2627.010010,2642.330078,2642.330078,3449230000,0.001375
2019-01-25,SPX,2657.439941,2672.379883,2657.330078,2664.760010,2664.760010,3821000000,0.008453
2019-01-28,SPX,2644.969971,2644.969971,2624.060059,2643.850098,2643.850098,3630820000,-0.007878
2019-01-29,SPX,2644.889893,2650.929932,2631.050049,2640.000000,2640.000000,3518070000,-0.001457
2019-01-30,SPX,2653.620117,2690.439941,2648.340088,2681.050049,2681.050049,3883270000,0.015430
2019-01-31,SPX,2685.489990,2708.949951,2678.649902,2704.100098,2704.100098,4953800000,0.008561
2019-02-01,SPX,2702.320068,2716.659912,2696.879883,2706.530029,2706.530029,3782490000,0.000898
2019-02-04,SPX,2706.489990,2724.989990,2698.750000,2724.870117,2724.870117,3369450000,0.006753
2019-02-05,SPX,2728.340088,2738.979980,2724.030029,2737.699951,2737.699951,3597620000,0.004697
